# Data from Clarivate Analytics' Web of Science, retrieved 29 October 2018
# This file generated on 2018-11-23 17:10:07
item,AU,DE,DOI,SO,id,title,year,DOI link
962,"Park, Grace|Chung, Lawrence|Khan, Latifur|Park, Sooyong|Assar, S|Pastor, O|Mouratidis, H",business process reengineering|big data analytics|goal-orientation|business process|business analytics,,2017 11TH INTERNATIONAL CONFERENCE ON RESEARCH CHALLENGES IN INFORMATION SCIENCE (RCIS),WOS:000413085800004,A Modeling Framework for Business Process Reengineering Using Big Data Analytics and A Goal-Orientation,2017,https://dx.doi.org/
963,"Wada, Yoshihide|Bierkens, Marc F. P.|de Roo, Ad|Dirmeyer, Paul A.|Famiglietti, James S.|Hanasaki, Naota|Konar, Megan|Liu, Junguo|Schmied, Hannes Mueller|Oki, Taikan|Pokhrel, Yadu|Sivapalan, Murugesu|Troy, Tara J.|van Dijk, Albert I. J. M.|van Emmerik, Tim|van Huijgevoort, Marjolein H. J.|Van Lanen, Henny A. J.|Vorosmarty, Charles J.|Wanders, Niko|Wheater, Howard",,10.5194/hess-21-4169-2017,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000408230600001,Human-water interface in hydrological modelling: current status and future directions,2017,https://dx.doi.org/10.5194/hess-21-4169-2017
964,"Seiller, G.|Roy, R.|Anctil, F.",objective function|calibration strategy|lumped conceptual hydrological modeling|climate change|diagnosis,10.1016/j.jhydrol.2017.02.004,JOURNAL OF HYDROLOGY,WOS:000398871100021,Influence of three common calibration metrics on the diagnosis of climate change impacts on water resources,2017,https://dx.doi.org/10.1016/j.jhydrol.2017.02.004
965,"Blanc, Elodie|Caron, Justin|Fant, Charles|Monier, Erwan",,10.1002/2016EF000473,EARTHS FUTURE,WOS:000412248800003,Is current irrigation sustainable in the United States? An integrated assessment of climate change impact on water resources and irrigated crop yields,2017,https://dx.doi.org/10.1002/2016EF000473
968,"de Bakker, Merijn P.|de Jong, Kor|Schmitz, Oliver|Kaissenberg, Derek",agent-based modelling|field-based modelling|integrated modelling|data model|map algebra|modelling language,10.1016/j.envsoft.2016.11.016,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000393631400013,Design and demonstration of a data model to integrate agent-based and field-based modelling,2017,https://dx.doi.org/10.1016/j.envsoft.2016.11.016
970,"Huber, Veronika|Ibarreta, Dolores|Frieler, Katja",,10.1007/s10584-017-1956-6,CLIMATIC CHANGE,WOS:000401452700008,Cold- and heat-related mortality: a cautionary note on current damage functions with net benefits from climate change,2017,https://dx.doi.org/10.1007/s10584-017-1956-6
971,"Mortberg, Ulla|Goldenberg, Romain|Kalantari, Zahra|Kordas, Olga|Deal, Brian|Balfors, Berit|Cvetkovic, Vladimir",energy efficiency|urban transport|accessibility|urbanisation|integrated sustainability assessment|urban ecosystems,10.1016/j.enpol.2016.09.031,ENERGY POLICY,WOS:000391903900033,Integrating ecosystem services in the assessment of urban energy trajectories - A study of the Stockholm Region,2017,https://dx.doi.org/10.1016/j.enpol.2016.09.031
972,"Ropero, Rosa F.|Flores, M. Julia|Rumi, Rafael|Aguilera, Pedro A.",continuous variables|naive bayes|tan|time series|water reservoir,10.1002/env.2432,ENVIRONMETRICS,WOS:000397269400003,Applications of hybrid dynamic Bayesian networks to water reservoir management,2017,https://dx.doi.org/10.1002/env.2432
976,"Gueant, Olivier|Pu, Jiang",option pricing|option hedging|illiquid markets|optimal execution|stochastic optimal control,10.1111/mafi.12102,MATHEMATICAL FINANCE,WOS:000405243600006,OPTION PRICING AND HEDGING WITH EXECUTION COSTS AND MARKET IMPACT,2017,https://dx.doi.org/10.1111/mafi.12102
977,"Lindenschmidt, Karl-Erich",athabasca river|global sensitivity analysis|hydraulic modelling|ice jam flooding|river ice|stage frequency distribution,10.1016/j.envsoft.2017.02.027,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000401110400014,Using stage frequency distributions as objective functions for model calibration and global sensitivity analyses,2017,https://dx.doi.org/10.1016/j.envsoft.2017.02.027
978,"Rautiainen, Aapo|Lintunen, Jussi",social cost|radiative forcing|climate change mitigation|cost-benefit analysis|methane|albedo,10.1016/j.ecolecon.2016.11.014,ECOLOGICAL ECONOMICS,WOS:000392039600005,Social Cost of Forcing: A Basis for Pricing All Forcing Agents,2017,https://dx.doi.org/10.1016/j.ecolecon.2016.11.014
981,"Singh, S. K.|Dutta, S.",half-space depth|parameter estimation|predictive uncertainty|topnet,,GLOBAL NEST JOURNAL,WOS:000414537400014,Observational uncertainty in hydrological modelling using data depth,2017,https://dx.doi.org/
984,"Corrales, Juliana|Naja, G. Melodie|Bhat, Mahadev G.|Miralles-Wilhelm, Fernando",best management practices|cap stringency|command-and-control approach|trading ratios|credit price|water quality trading,10.1016/j.jenvman.2017.03.061,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000401888300051,Water quality trading opportunities in two sub-watersheds in the northern Lake Okeechobee watershed,2017,https://dx.doi.org/10.1016/j.jenvman.2017.03.061
987,"Nojavan, Farnaz A.|Qian, Song S.|Stow, Craig A.",bayesian networks|discretization|environmental modeling|equal interval|equal quantile|moment matching,10.1016/j.envsoft.2016.10.007,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000389785300006,Comparative analysis of discretization methods in Bayesian networks,2017,https://dx.doi.org/10.1016/j.envsoft.2016.10.007
988,"Xu, Yuanmin|Zhu, Huibiao|Zhu, Xiaoran|Wu, Xi|Guo, Jian|Lu, Gang|Reisman, S|Ahamed, SI|Demartini, C|Conte, T|Liu, L|Claycomb, W|Nakamura, M|Tovar, E|Cimato, S|Lung, CH|Takakura, H|Yang, JJ|Akiyama, T|Zhang, Z|Hasan, K",pkmv3 protocol|formalization|verification|csp|pat,10.1109/COMPSAC.2017.133,"2017 IEEE 41ST ANNUAL COMPUTER SOFTWARE AND APPLICATIONS CONFERENCE (COMPSAC), VOL 1",WOS:000424861400065,Formalization and Verification of the PKMv3 Protocol Using CSP,2017,https://dx.doi.org/10.1109/COMPSAC.2017.133
989,"Perez-Molina, Eduardo|Sliuzas, Richard|Flacke, Johannes|Jetten, Victor",cellular automata|flooding|urban growth|kampala|model integration,10.1016/j.compenvurbsys.2017.04.013,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,WOS:000408300700005,"Developing a cellular automata model of urban growth to inform spatial policy for flood mitigation: A case study in Kampala, Uganda",2017,https://dx.doi.org/10.1016/j.compenvurbsys.2017.04.013
994,"Antinoro, Chiara|Arnone, Elisa|Noto, Leonardo V.",unsaturated soils|bimodal pore size distribution|hydrological modeling|factor of safety|slope failure,10.1016/j.catena.2016.11.019,CATENA,WOS:000392686000016,The use of soil water retention curve models in analyzing slope stability in differently structured soils,2017,https://dx.doi.org/10.1016/j.catena.2016.11.019
995,"Li, Zhi|Jin, Jiming",,10.5194/hess-21-5531-2017,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000415095000002,Evaluating climate change impacts on streamflow variability based on a multisite multivariate GCM downscaling method in the Jing River of China,2017,https://dx.doi.org/10.5194/hess-21-5531-2017
996,"Oshiro, Ken|Kainuma, Mikiko|Masui, Toshihiko",intended nationally determined contribution|paris agreement|integrated assessment model|climate change mitigation|low-carbon energy,10.1016/j.enpol.2017.09.003,ENERGY POLICY,WOS:000417660800058,Implications of Japan's 2030 target for long-term low emission pathways,2017,https://dx.doi.org/10.1016/j.enpol.2017.09.003
997,"van Sluisveld, Mariesse A. E.|Hof, Andries F.|van Vuuren, Detlef P.|Boot, Pieter|Criqui, Patrick|Matthes, Felix C.|Notenboom, Jos|Pedersen, Sigurd L.|Pfluger, Benjamin|Watson, Jim",climate and energy policy|decarbonisation strategies|ex-ante policy evaluation|integrated assessment modelling,10.1016/j.envsci.2017.08.022,ENVIRONMENTAL SCIENCE & POLICY,WOS:000415909600012,Low-carbon strategies towards 2050: Comparing ex-ante policy evaluation studies and national planning processes in Europe,2017,https://dx.doi.org/10.1016/j.envsci.2017.08.022
998,"Portela, Maria Manuela|Silva, Artur Tiago",synthetic flow series|stochastic models|disaggregation models|method of fragments|classes of fragments,10.1080/23863781.2017.1332822,RIBAGUA-REVISTA IBEROAMERICANA DEL AGUA,WOS:000437211300003,A further development of the method of fragments. Application to the disaggregation of annual flows into daily flows,2017,https://dx.doi.org/10.1080/23863781.2017.1332822
999,"Machar, Ivo|Vlckova, Veronika|Bucek, Antonin|Vrublova, Katerina|Filippovova, Jarmila|Brus, Jan",agricultural crops|biogeographical model|climate change|vegetation zones,10.15244/pjoes/68886,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,WOS:000408078000050,Environmental Modelling of Climate Change Impact on Grapevines: Case Study from the Czech Republic,2017,https://dx.doi.org/10.15244/pjoes/68886
1000,"Rath, John S.|Hutton, Paul H.|Chen, Limin|Roy, Sujoy B.",salinity|artificial neural network|structural validation|bayesian parameter estimation,10.1016/j.envsoft.2017.03.022,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000403512500014,A hybrid empirical-Bayesian artificial neural network model of salinity in the San Francisco Bay-Delta estuary,2017,https://dx.doi.org/10.1016/j.envsoft.2017.03.022
1002,"Teutschbein, C.|Sponseller, R. A.|Grabs, T.|Blackburn, M.|Boyer, E. W.|Hytteborn, J. K.|Bishop, K.",inorganic nitrogen|loads|baltic sea|sweden|climate change|streamflow,10.1002/2016GB005598,GLOBAL BIOGEOCHEMICAL CYCLES,WOS:000418082000004,Future Riverine Inorganic Nitrogen Load to the Baltic Sea From Sweden: An Ensemble Approach to Assessing Climate Change Effects,2017,https://dx.doi.org/10.1002/2016GB005598
952,"Stefanescu, Razvan|Sandu, Adrian",pod|deim|implicit reduced order modeling|shallow water equations|finite difference,10.1002/fld.4260,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,WOS:000390568700004,Efficient approximation of Sparse Jacobians for time-implicit reduced order models,2017,https://dx.doi.org/10.1002/fld.4260
950,"Daniell, Trevor|Daniell, Katherine",,10.1080/13241583.2017.1406586,AUSTRALIAN JOURNAL OF WATER RESOURCES,WOS:000424833700001,Improving the understanding and practice of hydrological modelling: recent insights and discussion,2017,https://dx.doi.org/10.1080/13241583.2017.1406586
944,"Clappier, A.|Fagerli, H.|Thunis, P.",air quality modeling|integrated assessment|source receptor relationships|non-linearities,10.1007/s11869-016-0443-y,AIR QUALITY ATMOSPHERE AND HEALTH,WOS:000399193300009,Screening of the EMEP source receptor relationships: application to five European countries,2017,https://dx.doi.org/10.1007/s11869-016-0443-y
914,"Krogh, Sebastian A.|Pomeroy, John W.|Marsh, Philip",arctic|mass balance|hydrological modelling|permafrost|sensitivity analysis|snow hydrology,10.1016/j.jhydrol.2017.05.042,JOURNAL OF HYDROLOGY,WOS:000404816000053,Diagnosis of the hydrology of a small Arctic basin at the tundra-taiga transition using a physically based hydrological model,2017,https://dx.doi.org/10.1016/j.jhydrol.2017.05.042
886,"Feng, Y. T.|Zhao, T.|Kato, J.|Zhou, W.",stochastic discrete element modelling|greenwood and williamson model|surface roughness|normal contact law,10.1016/j.cma.2016.10.031,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,WOS:000393243900011,Towards stochastic discrete element modelling of spherical particles with surface roughness: A normal interaction law,2017,https://dx.doi.org/10.1016/j.cma.2016.10.031
888,"Sisay, Ermias|Halefom, Afera|Khare, Deepak|Singh, Lakhwinder|Worku, Tesfa",swat|urbanization|calibration|validation|swat-cup,10.1007/s40808-017-0328-6,MODELING EARTH SYSTEMS AND ENVIRONMENT,WOS:000432244700015,Hydrological modelling of ungauged urban watershed using SWAT model,2017,https://dx.doi.org/10.1007/s40808-017-0328-6
889,"Costanza, Robert|de Groot, Rudolf|Braat, Leon|Kubiszewski, Ida|Fioramonti, Lorenzo|Sutton, Paul|Farber, Steve|Grasso, Monica",,10.1016/j.ecoser.2017.09.008,ECOSYSTEM SERVICES,WOS:000417085800001,Twenty years of ecosystem services: How far have we come and how far do we still need to go?,2017,https://dx.doi.org/10.1016/j.ecoser.2017.09.008
890,"Lechner, Alex M.|McIntyre, Neil|Witt, Katherine|Raymond, Christopher M.|Arnold, Sven|Scott, Margaretha|Rifldn, Will",mining|resource extraction|integrative modelling|strategic environmental assessment|cumulative impacts|land use planning,10.1016/j.envsoft.2017.03.020,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000403512500017,"Challenges of integrated modelling in mining regions to address social, environmental and economic impacts",2017,https://dx.doi.org/10.1016/j.envsoft.2017.03.020
892,"Omani, Nina|Srinivasan, Raghavan|Karthikeyan, Raghupathy|Smith, Patricia K.",swat|glacier|snow|modeling|watershed,10.3390/w9020111,WATER,WOS:000395435800041,"Hydrological Modeling of Highly Glacierized Basins (Andes, Alps, and Central Asia)",2017,https://dx.doi.org/10.3390/w9020111
897,"Suryavanshi, Shakti|Pandey, Ashish|Chaube, Umesh Chandra",hydrological modelling|water balance|betwa basin|swat model,10.1080/02626667.2016.1271420,HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,WOS:000399556800007,Hydrological simulation of the Betwa River basin (India) using the SWAT model,2017,https://dx.doi.org/10.1080/02626667.2016.1271420
899,"Verri, Giorgia|Pinardi, Nadia|Gochis, David|Tribbia, Joseph|Navarra, Antonio|Coppini, Giovanni|Vukicevic, Tomislava",,10.5194/nhess-17-1741-2017,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,WOS:000412592700001,A meteo-hydrological modelling system for the reconstruction of river runoff: the case of the Ofanto river catchment,2017,https://dx.doi.org/10.5194/nhess-17-1741-2017
901,"Smolinski, Szynion|Mirny, Zuzanna",climate|otolith|baltic sea|european flounder|platichthys flesus|fish growth|regime shift|ecological modeling,10.1016/j.ecolind.2017.04.028,ECOLOGICAL INDICATORS,WOS:000406436000030,Otolith biochronology as an indicator of marine fish responses to hydroclimatic conditions and ecosystem regime shifts,2017,https://dx.doi.org/10.1016/j.ecolind.2017.04.028
902,"Shortridge, Julie|Guikema, Seth|Zaitchik, Ben",,10.1007/s10584-016-1845-4,CLIMATIC CHANGE,WOS:000392425900016,Robust decision making in data scarce contexts: addressing data and model limitations for infrastructure planning under transient climate change,2017,https://dx.doi.org/10.1007/s10584-016-1845-4
904,"Liao, Chang|Zhuang, Qianlai",,10.1657/AAAR0016-022,ARCTIC ANTARCTIC AND ALPINE RESEARCH,WOS:000394918000007,Quantifying the role of permafrost distribution in groundwater and surface water interactions using a three-dimensional hydrological model,2017,https://dx.doi.org/10.1657/AAAR0016-022
912,"Owusu, George|Owusu, Alex B.|Amankwaa, Ebenezer Forkuo|Eshun, Fatima",pcraster|gis|river discharge|water vulnerability|groundwater|polflow,10.1007/s13201-015-0279-x,APPLIED WATER SCIENCE,WOS:000398963100010,"Analyses of freshwater stress with a couple ground and surface water model in the Pra Basin, Ghana",2017,https://dx.doi.org/10.1007/s13201-015-0279-x
913,"Kenabatho, P. K.|Parida, B. P.|Moalafhi, D. B.",tropical rainfall measuring mission|generalised linear models|semi-arid areas|rainfall predictors,10.1016/j.pce.2017.02.009,PHYSICS AND CHEMISTRY OF THE EARTH,WOS:000412251700004,"Evaluation of satellite and simulated rainfall products for hydrological applications in the Notwane catchment, Botswana",2017,https://dx.doi.org/10.1016/j.pce.2017.02.009
916,"Yaseen, Zaher Mundher|Ebtehaj, Isa|Bonakdari, Hossein|Deo, Ravinesh C.|Mehr, Ali Danandeh|Mohtar, Wan Hanna Melini Wan|Diop, Lamine|El-shafie, Ahmed|Singh, Vijay P.",streamflow forecasting|anfis-ffa|antecedent seasonal variations|tropical environment,10.1016/j.jhydrol.2017.09.007,JOURNAL OF HYDROLOGY,WOS:000415769600019,Novel approach for streamflow forecasting using a hybrid ANFIS-FFA model,2017,https://dx.doi.org/10.1016/j.jhydrol.2017.09.007
942,"Diaz, Delavane|Moore, Frances",,10.1038/NCLIMATE3411,NATURE CLIMATE CHANGE,WOS:000414250600012,Quantifying the economic risks of climate change,2017,https://dx.doi.org/10.1038/NCLIMATE3411
919,"Caeiro, S.|Vaz-Fernandes, P.|Martinho, A. P.|Costa, P. M.|Silva, M. J.|Lavinha, J.|Matias-Dias, C.|Machado, A.|Castanheira, I.|Costa, M. H.",environmental risk assessment|integrative management|human and ecosystem health|combined pollutants|weight of evidence|expert judgment|sado estuary,10.1016/j.ocecoaman.2016.09.026,OCEAN & COASTAL MANAGEMENT,WOS:000403737200006,Environmental risk assessment in a contaminated estuary: An integrated weight of evidence approach as a decision support tool,2017,https://dx.doi.org/10.1016/j.ocecoaman.2016.09.026
921,"Sipek, Vaclav|Tesar, Miroslav",hydrological modelling|pore-size distribution|saturated hydraulic conductivity|seasonal variability|soil hydraulic parameters|soil moisture,10.1002/hyp.11121,HYDROLOGICAL PROCESSES,WOS:000395628600018,Year-round estimation of soil moisture content using temporally variable soil hydraulic parameters,2017,https://dx.doi.org/10.1002/hyp.11121
922,"Lu, Xiaoxin|Yvonnet, Julien|Detrez, Fabrice|Bai, Jinbo",graphene/polymer nanocomposites|tunnelling effect|highly conducting surface model|electric properties,10.1016/j.jcp.2017.01.063,JOURNAL OF COMPUTATIONAL PHYSICS,WOS:000398874700007,Multiscale modeling of nonlinear electric conductivity in graphene-reinforced nanocomposites taking into account tunnelling effect,2017,https://dx.doi.org/10.1016/j.jcp.2017.01.063
925,"Laspidou, C.|Kofinas, D.|Mellios, N.|Latinopoulos, D.|Papadimitriou, T.",mediterranean shallow lake|pclake|eutrophication|ecological modeling|trophic state|lake karla,10.1016/j.ecoleng.2017.03.019,ECOLOGICAL ENGINEERING,WOS:000402830200017,Investigation of factors affecting the trophic state of a shallow Mediterranean reconstructed lake,2017,https://dx.doi.org/10.1016/j.ecoleng.2017.03.019
927,"Trichakis, I.|Burek, P.|de Roo, A.|Pistocchi, A.",integrated modelling|lisflood|modflow|europe|large scale,10.1007/s40710-017-0216-0,ENVIRONMENTAL PROCESSES-AN INTERNATIONAL JOURNAL,WOS:000414369000007,Towards a Pan-European Integrated Groundwater and Surface Water Model: Development and Applications,2017,https://dx.doi.org/10.1007/s40710-017-0216-0
930,"Tavakoly, Ahmad A.|Snow, Alan D.|David, Cedric H.|Follum, Michael L.|Maidment, David R.|Yang, Zong-Liang",surface water hydrology|continental river transport models|mississippi river basin|rapid|nhdplus dataset|rivers/streams|runoff,10.1111/1752-1688.12456,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,WOS:000400598400003,CONTINENTAL-SCALE RIVER FLOW MODELING OF THE MISSISSIPPI RIVER BASIN USING HIGH-RESOLUTION NHDPLUS DATASET,2017,https://dx.doi.org/10.1111/1752-1688.12456
931,"Voisin, Nathalie|Hejazi, Mohamad I.|Leung, L. Ruby|Liu, Lu|Huang, Maoyi|Li, Hong-Yi|Tesfa, Teklu",earth system model|integrated assessment model|withdrawals and consumptive use|sectoral water management|groundwater|surface water allocation,10.1002/2016WR019767,WATER RESOURCES RESEARCH,WOS:000403712100043,Effects of spatially distributed sectoral water management on the redistribution of water resources in an integrated water model,2017,https://dx.doi.org/10.1002/2016WR019767
