# Data from Clarivate Analytics' Web of Science, retrieved 24 February 2018
# This file generated on 2019-02-24 17:43:18
item,id,year,title,AU,SO,DE
7593,WOS:000403512500022,2017,A coupled modeling framework for predicting ecosystem carbon dynamics in boreal forests,"Huang, Chao|He, Hong S.|Hawbaker, Todd J.|Liang, Yu|Gong, Peng|Wu, Zhiwei|Zhu, Zhiliang",ENVIRONMENTAL MODELLING & SOFTWARE,model coupling|linkages v2.2|landis pro|fire|harvest|carbon stocks
7594,WOS:000290030700038,2007,Assessing Policy Options in Response to Climate Change in the GBR Catchments,"Smajgl, A.|Oxley, L|Kulasiri, D",MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,climate change|integrated assessment|computable general equilibrium modelling
7595,WOS:A1994MT45800001,1994,STOCHASTIC FLUID TRAVEL-TIMES IN HETEROGENEOUS POROUS-MEDIA,"HATHHORN, WE|CHARBENEAU, RJ",JOURNAL OF HYDRAULIC ENGINEERING-ASCE,
7596,WOS:000225295900047,2004,Integrated assessment of traffic impact in an Alpine region,"Nanni, A|Brusasca, G|Calori, G|Finardi, S|Tinarelli, G|Zublena, M|Agnesod, G|Pession, G",SCIENCE OF THE TOTAL ENVIRONMENT,3-d dispersion modeling|long-term simulations|road traffic|complex terrain|alpine region|mont blanc tunnel
7597,WOS:000312433700020,2012,"Impact of climate change on the Baltic Sea ecosystem over the past 1,000 years","Kabel, Karoline|Moros, Matthias|Porsche, Christian|Neumann, Thomas|Adolphi, Florian|Andersen, Thorbjorn Joest|Siegel, Herbert|Gerth, Monika|Leipe, Thomas|Jansen, Eystein|Damste, Jaap S. Sinninghe",NATURE CLIMATE CHANGE,
7598,WOS:000313397500027,2013,An adaptive framework to differentiate receiving water quality impacts on a multi-scale level,"Blumensaat, F.|Traenckner, J.|Helm, B.|Kroll, S.|Dirckx, G.|Krebs, P.",WATER SCIENCE AND TECHNOLOGY,integrated modelling|iwrm|multi-objective evaluation|multi-scale problem|receiving water quality impacts
7599,WOS:000232818700024,2005,Integrated operation of sewer system and WWMP by simulation-based control of the WWTP inflow,"Seggelke, K|Rosenwinkel, KH|Vanrolleghem, PA|Krebs, P",WATER SCIENCE AND TECHNOLOGY,integrated modelling|model-based predictive control|off-line modelling|on-line modelling|wwtp-on-line-simulation
7600,WOS:000071052600004,1997,Evaluation of architecture design with CIMOSA,"Zwegers, AJR|Fang, SG|Pels, HJ",COMPUTERS IN INDUSTRY,control architecture|architectural design|cimosa
7601,WOS:000375726000005,2016,A Bayesian network-based data analytical approach to predict velocity distribution in small streams,"Genc, Onur|Dag, Ali",JOURNAL OF HYDROINFORMATICS,bayesian belief networks|ecological modeling|model validation|velocity distribution
7602,WOS:A1997BH34N00006,1997,The role of population growth in controlling greenhouse gas emission,"Kelly, DL|Kolstad, CD","ENERGY AND ECONOMIC GROWTH: IS SUSTAINABLE GROWTH POSSIBLE?, VOLS 1-3",
7603,WOS:A1996BH79D00017,1996,Structure of saturated areas in bottom lands: Modelling and experimental validation,"GascuelOdoux, C|Merot, P|Hallaire, |Robin, P|Christophe, C|Lardon, S|Monestiez, P",STUDY ON SPATIAL PHENOMENA IN AGRICULTURE,
7604,WOS:000327140100006,2013,Experimental analysis of green roof substrate detention characteristics,"Yio, Marcus H. N.|Stovin, Virginia|Werdin, Joerg|Vesuviano, Gianni",WATER SCIENCE AND TECHNOLOGY,detention|green roof|modelling|substrate|sustainable urban drainage system (suds)|urban drainage
7605,WOS:000257094800010,2008,"Development and illustrative outputs of the Community Integrated Assessment System (CIAS), a multi-institutional modular integrated assessment approach for modelling climate change (vol 23, pg 592, 2008)","Warren, R.|Santos, S. de la Nava|Arnell, N. W.|Bane, M.|Barker, T.|Barton, C.|Ford, R.|Fuessel, H.-M.|Hankin, Robin K. S.|Hinkel, J.|Klein, Rupert|Linstead, C.|Kohler, J.|Mitchell, T. D.|Osborn, T. J.|Pan, H.|Raper, S. C. B.|Riley, G.|Schellnhueber, H. J.|Winne, S.|Anderson, D.",ENVIRONMENTAL MODELLING & SOFTWARE,
7606,WOS:000259866200005,2008,"Assessment of the effects of agricultural practices on non-point source pollution for a coastal watershed: A case study Nif Watershed, Turkey","Esen, Esin|Uslu, Orhan",OCEAN & COASTAL MANAGEMENT,
7607,WOS:000317545200006,2013,"Land cover mapping using aerial and VHR satellite images for distributed hydrological modelling of periurban catchments: Application to the Yzeron catchment (Lyon, France)","Jacqueminet, C.|Kermadi, S.|Michel, K.|Beal, D.|Gagnage, M.|Branger, F.|Jankowfsky, S.|Braud, I.",JOURNAL OF HYDROLOGY,distributed hydrological model|land cover mapping|impervious surface|very high resolution images|image processing methods
7608,WOS:000302888300175,2012,Construction of an indicator system for integrated assessment of environmental quality of the Dianchi Basin,"Li, Aijun|Guo, Yanying|He, Feng|Yuan, Ruijia|Li, H|Xu, QJ|Zhang, D","PROGRESS IN ENVIRONMENTAL SCIENCE AND ENGINEERING (ICEESD2011), PTS 1-5",environment|monitoring|evaluation|indicator|model
7609,WOS:000261614400002,2008,An Improved Stochastic Weather Generator for Hydrological Impact Studies,"Caron, Annie|Leconte, Robert|Brissette, Francois",CANADIAN WATER RESOURCES JOURNAL,
7610,WOS:000418582900018,2017,Modelling the Energy Transition: Towards an Application of Agent Based Modelling to Integrated Assessment Modelling,"Kraan, Oscar|Kramer, Gert Jan|van der Lei, Telli|Huppes, Gjalt|Jager, W|Verbrugge, R|Flache, A|DeRoo, G|Hoogduin, L|Hemelrijk, C",ADVANCES IN SOCIAL SIMULATION 2015,integrated assessment modelling|agent based modelling|cost-benefit analysis|mitigation|adaptation|climate change
7611,WOS:000306650400005,2012,Fish dispersal in fragmented landscapes: a modeling framework for quantifying the permeability of structural barriers,"Pepino, Marc|Rodrigues, Marco A.|Magnan, Pierre",ECOLOGICAL APPLICATIONS,"brook trout|highway crossings|laplace kernels|laurentides wildlife reserve, quebec, canada|leptokurtic displacement|mark-recapture|passage|road ecology|salvelinus fontinalis|sampling design|simulation|stream habitat connectivity"
7612,WOS:000231738100006,2005,Internet-based integrated environmental assessment - Using ontologies to share computational models,"Kraines, S|Batres, R|Koyama, M|Wallace, D|Komiyama, H",JOURNAL OF INDUSTRIAL ECOLOGY,model integration|ontological engineering|knowledge engineering|knowledge integration|knowledge representation|semantic web
7613,WOS:000430275000010,2018,The Environmental Benefits Mapping and Analysis Program - Community Edition (BenMAP-CE): A tool to estimate the health and economic benefits of reducing air pollution,"Sacks, Jason D.|Lloyd, Jennifer M.|Zhu, Yun|Anderton, Jim|Jang, Carey J.|Hubbell, Bryan|Fann, Neal",ENVIRONMENTAL MODELLING & SOFTWARE,health impact assessment|air pollution|benefits analysis|particulate matter|air quality|policy analysis
7614,WOS:000342122000030,2014,Integrated assessment of oxidative stress and DNA damage in earthworms (Eisenia fetida) exposed to azoxystrobin,"Han, Yingnan|Zhu, Lusheng|Wang, Jinhua|Wang, Jun|Xie, Hui|Zhang, Shumin",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,toxicity|antioxidative system|gst|mda|ros|scge
7615,WOS:000434954900185,2018,Freshwater Ecosystem Services in Mining Regions: Modelling Options for Policy Development Support,"Mercado-Garcia, Daniel|Wyseure, Guido|Goethals, Peter",WATER,mining|ecosystem services|water resources|policy support
7616,WOS:000312517200010,2013,Procedural knowledge for integrated modelling: Towards the Modelling Playground,"Arnold, Thorsten R.",ENVIRONMENTAL MODELLING & SOFTWARE,integrated modelling|lesson learning|guidelines|adaptive management|knowledge management|organizational theory
7617,WOS:000394270400005,2017,Emerging investigators series: building a theory for smart stormwater systems,"Mullapudi, Abhiram|Wong, Brandon P.|Kerkez, Branko",ENVIRONMENTAL SCIENCE-WATER RESEARCH & TECHNOLOGY,
7618,WOS:000310763200013,2012,Efficient model for indoor radio paths computation,"Ben-Moshe, Boaz|Carmi, Paz|Shani, Moti|Shvalb, Nir",SIMULATION MODELLING PRACTICE AND THEORY,rf simulation|ray-tracing|wireless coverage prediction|visibility graph|urban propagation model
7619,WOS:000321088500010,2013,An extensible toolbox for modeling nature-society interactions,"de Senna Carneiro, Tiago Garcia|de Andrade, Pedro Ribeiro|Camara, Gilberto|Vieira Monteiro, Antonio Miguel|Pereira, Rodrigo Reis",ENVIRONMENTAL MODELLING & SOFTWARE,nature-society models|multi-scale modeling|environmental modeling|discrete event simulation|cellular automata|multi-agent systems
7620,WOS:000343852500019,2014,Novel approaches to address challenges in modelling aquatic ecosystems Preface,"Gal, Gideon|Hipsey, Matthew|Rinke, Karsten|Robson, Barbara",ENVIRONMENTAL MODELLING & SOFTWARE,ecological modelling|freshwater|marine|biogeochemistry|lake|estuary
7621,WOS:000403739000005,2017,Assessing the hydrological response from an ensemble of CMIP5 climate projections in the transition zone of the Atlantic region (Bay of Biscay),"Meaurio, Maite|Zabaleta, Ane|Boithias, Laurie|Miren Epelde, Ane|Sauvage, Sabine|Sanchez-Perez, Jose-Miguel|Srinivasan, Raghavan|Antiguedad, Inaki",JOURNAL OF HYDROLOGY,cmip5|hydrological trend|high flow and low flow|swat model|atlantic region|transition zone
7622,WOS:000409001300010,2017,Forest sector carbon analyses support land management planning and projects: assessing the influence of anthropogenic and natural factors,"Dugan, Alexa J.|Birdsey, Richard|Healey, Sean P.|Pan, Yude|Zhang, Fangmin|Mo, Gang|Chen, Jing|Woodall, Christopher W.|Hernandez, Alexander J.|McCullough, Kevin|McCarter, James B.|Raymond, Crystal L.|Dante-Wood, Karen",CLIMATIC CHANGE,forest carbon|forest inventory|ecosystem model|climate change|national forests
7623,WOS:000318128300002,2013,A modeling framework for life history-based conservation planning,"Burns, Eileen S.|Toth, Sandor F.|Haight, Robert G.",BIOLOGICAL CONSERVATION,reserve design|life history-based protection|spatial optimization|0-1 programming
7624,WOS:000379018600007,2016,Inverse surrogate modeling for low-cost geometry scaling of microwave and antenna structures,"Koziel, Slawomir|Bekasiewicz, Adrian",ENGINEERING COMPUTATIONS,simulation-driven design|computer-aided design (cad)|geometry scaling|inverse modeling|microwave structures|surrogate modeling
7625,WOS:000388616800007,2017,An approach to measure parameter sensitivity in watershed hydrological modelling,"Ranatunga, Thushara|Tong, Susanna T. Y.|Yang, Y. Jeffrey",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,sensitivity analysis|hspf|nrmse|flow duration curve|model development|model calibration
7626,WOS:000437680600003,2018,"FREEWAT, a Free and Open Source, GIS-Integrated, Hydrological Modeling Platform","Foglia, Laura|Borsi, Iacopo|Mehl, Steffen|De Filippis, Giovanna|Cannata, Massimiliano|Vasquez-Sune, Enric|Criollo, Rotman|Rossetto, Rudy",GROUNDWATER,
7627,WOS:000397693100026,2017,How Do Multi-criteria Assessments Address Landscape-level Problems? A Review of Studies and Practices,"Allain, Sandrine|Plumecocq, Gaeel|Leenhardt, Delphine",ECOLOGICAL ECONOMICS,landscape management|integrated assessment|spatialization|participation|social-ecological system
7628,WOS:000248336700008,2007,Temporal characteristics of the Indian southwest monsoon,"Rao, P. L. S.|Mohanty, U. C.",NATURAL HAZARDS,onset|southwest monsoon|withdrawal
7629,WOS:000185121600003,2003,Carbon dynamics and land-use choices: building a regional-scale multidisciplinary model,"Kerr, S|Liu, SG|Pfaff, ASP|Hughes, RF",JOURNAL OF ENVIRONMENTAL MANAGEMENT,carbon|sequestration|climate change|land use|modeling
7630,WOS:000262971600009,2009,Integration of hydrological and ecological modelling for the assessment of a nuclear waste repository,"Berglund, Sten|Kautsky, Ulrik|Lindborg, Tobias|Selroos, Jan-Olof",HYDROGEOLOGY JOURNAL,groundwater flow|ecohydrology|radionuclide transport|safety assessment|sweden
7631,WOS:000454370400007,2018,Improving adaptive capacity of social-ecological system of Tashk-Bakhtegan Lake basin to climate change effects - A methodology based on Post-Modern Portfolio Theory,"Mahabadi, Samin Ansari|Bavani, Ali Reza Massah|Bgheri, Ali",ECOHYDROLOGY & HYDROBIOLOGY,climate change|adaptive capacity|economical water allocation|integrated assessment
7632,WOS:A1996UH96300006,1996,Using a paired-catchment manipulation experiment to evaluate a catchment-scale biogeochemical model,"Cosby, BJ|Norton, SA|Kahl, JS",SCIENCE OF THE TOTAL ENVIRONMENT,"ecosystem modelling|catchment modelling|paired catchment|magic|catchment biogeochemistry|acidic deposition|maine, usa"
7633,WOS:000263453900004,2008,AN INTEGRATED ASSESSMENT OF THE SUITABILITY OF DOMESTIC SOLAR STILL AS A VIABLE SAFE WATER TECHNOLOGY FOR INDIA,"Avvannavar, Santosh M.|Mani, Monto|Kumar, Nanda",ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,solar stills|integrated assessment|technologies|impacts
7634,WOS:000314074000017,2013,Stakeholder driven update and improvement of a national water resources model,"Hojberg, Anker Lajer|Troldborg, Lars|Stisen, Simon|Christensen, Britt B. S.|Henriksen, Hans Jorgen",ENVIRONMENTAL MODELLING & SOFTWARE,national model|integrated modelling|model updating|groundwater|stakeholder involvement|denmark
7635,WOS:000392420200014,2010,COSM: A Parallel Coupled Ocean Watershed Model,"Cheng, H. -P.|Cheng, J. -R. C.|Hunter, R. M.|Campbell, T.|Lin, H. -C.|Topping, BHV|Adam, JM|Pallares, FJ|Bru, R|Romero, ML",PROCEEDINGS OF THE SEVENTH INTERNATIONAL CONFERENCE ON ENGINEERING COMPUTATIONAL TECHNOLOGY,esmf|dbuilder|model coupling|high performance computing|adcirc|pwash123d
7636,WOS:000340977000046,2014,Framework for studying the hydrological impact of climate change in an alley cropping system,"Hallema, Dennis W.|Rousseau, Alain N.|Gumiere, Silvio J.|Periard, Yann|Hiemstra, Paul H.|Bouttier, Lea|Fossey, Maxime|Paquette, Alain|Cogliastro, Alain|Olivier, Alain",JOURNAL OF HYDROLOGY,climate change|alley cropping|hydrological modeling|frequency domain reflectometry|hydrus
7637,WOS:000337114500024,2013,STRUCTURE ADAPTATION OF MODELS DESCRIBING SCHEDULING PROCESSES IN COMPLEX TECHNICAL-ORGANIZATIONAL SYSTEMS (CTOS),"Ivanov, Dmitry|Sokolov, Boris V.|Potryasaev, Semyon A.|Zelentsov, Vjasheslav A.|Brovkina, Olga V.|Rekdalsbakken, W|Bye, RT|Zhang, H",PROCEEDINGS 27TH EUROPEAN CONFERENCE ON MODELLING AND SIMULATION ECMS 2013,complex technical systems|planning and scheduling|structure adaptation of models
7638,WOS:000448462700139,2018,Joint Operation of Surface Water and Groundwater Reservoirs to Address Water Conflicts in Arid Regions: An Integrated Modeling Study,"Tian, Yong|Xiong, Jianzhi|He, Xin|Pi, Xuehui|Jiang, Shijie|Han, Feng|Zheng, Yi",WATER,reservoir operation|integrated surface water-groundwater model|heihe river basin|environmental flow|irrigation
7639,WOS:000309783700011,2012,"Assessing the effects of urbanization on annual runoff and flood events using an integrated hydrological modeling system for Qinhuai River basin, China","Du, Jinkang|Qian, Li|Rui, Hanyi|Zuo, Tianhui|Zheng, Dapeng|Xu, Youpeng|Xu, C. -Y.",JOURNAL OF HYDROLOGY,ca-markov model|hec-hms model|urbanization|annual runoff|peak flow|flood volume
7640,WOS:000172971900014,2001,Hydrological modelling of the Mekong River basin,"Kite, G|Dolman, AJ|Hall, AJ|Kavvas, ML|Oki, T|Pomeroy, JW",SOIL-VEGETATION-ATMOSPHERE TRANSFER SCHEMES AND LARGE-SCALE HYDROLOGICAL MODELS,mekong river basin|hydrology|slurp model|fish|dams
7641,WOS:000244326100038,2007,"An integrated modelling and multicriteria analysis approach to managing nitrate diffuse pollution: 1. Framework and methodology (vol 359, pg 1, 2006)","Koo, B. K.|O'Connell, P. E.",SCIENCE OF THE TOTAL ENVIRONMENT,
7642,WOS:000416677500027,2018,Engineering design analysis utilizing a cloud platform,"Suram, Sunil|MacCarty, Nordica A.|Bryden, Kenneth M.",ADVANCES IN ENGINEERING SOFTWARE,
7643,WOS:000303430300007,2012,Modelling regional input markets with numerous processing plants: The case of green maize for biogas production in Germany,"Delzeit, Ruth|Britz, Wolfgang|Holm-Mueller, Karin",ENVIRONMENTAL MODELLING & SOFTWARE,competitive facility location|transport costs|modelling|biogas|biomass transportation
7644,WOS:000170620700008,2001,Probabilistic model of ammonia and toxicity status for urban lake,"Gelda, RK|Effler, SW|O'Donnell, SM",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT-ASCE,
7645,WOS:000080217100015,1999,A framework for assessment of ecological risks from multiple activities,"Suter, GW",HUMAN AND ECOLOGICAL RISK ASSESSMENT,programmatic assessment|framework|integrated assessment|multistressor
7646,WOS:000436621300003,2018,Extreme flood reconstruction by using the 3DNet platform for hydrological modelling,"Stanic, Milos|Todorovic, Andrijana|Vasilic, Zeljko|Plavsic, Jasna",JOURNAL OF HYDROINFORMATICS,3dnet|flood flow simulations|gis-oriented platform|hydrological modelling|kolubara river|spatially-flexible hydrologic models
7647,WOS:000183436100005,2003,Sensitivity of effective rainfall amount to land use description using GIS tool. Case of a small mediterranean catchment,"Payraudeau, DS|Tournoud, MG|Cernesson, F",PHYSICS AND CHEMISTRY OF THE EARTH,land use aggregation|scs-cn method|entropy|hydrological modelling|gis
7648,WOS:000172971600088,2001,Multidata analysis for automatic river extraction,"Petrie, GM|Tagestad, JD|Steinmaus, KL|Wigmosta, MS|Read, CH|Owe, M|Braubaker, K|Ritchie, J|Rango, A",REMOTE SENSING AND HYDROLOGY 2000,"data fusion|dem|feature extraction|hydrology, nima|remote sensing|river extraction|satellite|stream|terrain analysis"
7649,WOS:000347446400023,2015,Evaluation of large-scale precipitation data sets for water resources modelling in Central Asia,"Malsy, Marcus|Beek, Tim Aus Der|Floerke, Martina",ENVIRONMENTAL EARTH SCIENCES,central asia|water resources|precipitation|hydrological modelling|uncertainty|watergap
7650,WOS:000317453200013,2013,Changes in soil water balance following afforestation of former arable soils in Denmark as evaluated using the DAISY model,"Salazar, Osvaldo|Hansen, Soren|Abrahamsen, Per|Hansen, Karin|Gundersen, Per",JOURNAL OF HYDROLOGY,afforestation|hydrological modelling|norway spruce|common oak|sensitivity analysis|uncertainty estimation
7651,WOS:000298006900001,2011,Synthesis of incoming shortwave radiation for hydrological simulation,"Shook, Kevin|Pomeroy, John",HYDROLOGY RESEARCH,energy balance|hydrological modelling|reanalysis products|snowmelt|solar radiation
7652,WOS:000393719200044,2011,CLIMATE-ECONOMY MODELING CONSIDERING SOLAR RADIATION MANAGEMENT AND ITS TERMINATION RISK,"Kosugi, Takanobu|Kacprzyk, J|Pina, N|Filipe, J","SIMULTECH 2011: PROCEEDINGS OF THE 1ST INTERNATIONAL CONFERENCE ON SIMULATION AND MODELING METHODOLOGIES, TECHNOLOGIES AND APPLICATIONS",climate change|geoengineering|global warming|integrated assessment model|termination problem
7653,WOS:000394634500029,2017,Future air pollution in the Shared Socio-economic Pathways,"Rao, Shilpa|Klimont, Zbigniew|Smith, Steven J.|Van Dingenen, Rita|Dentener, Frank|Bouwman, Lex|Riahi, Keywan|Amann, Markus|Bodirsky, Benjamin Leon|van Vuuren, Detlef P.|Reis, Lara Aleluia|Calvin, Katherine|Drouet, Laurent|Fricko, Oliver|Fujimori, Shinichiro|Gernaat, David|Havlik, Petr|Harmsen, Mathijs|Hasegawa, Tomoko|Heyes, Chris|Hilaire, Jerome|Luderer, Gunnar|Masui, Toshihiko|Stehfest, Elke|Strefler, Jessica|van der Sluis, Sietske|Tavoni, Massimo",GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,scenarios|air pollution|integrated assessment models
7654,WOS:000179612900005,2003,Methodological aspects of the tolerable windows approach,"Bruckner, T|Petschel-Held, G|Leimbach, M|Toth, FL",CLIMATIC CHANGE,
7655,WOS:000181977700007,2002,Greenhouse gases and atmospheric chemistry: towards integration of air pollution and climate change policies,"Dentener, F|Raes, F|VanHam, J|Baede, APM|Guicherit, R|WilliamsJacobse, JGF","NON-C02 GREENHOUSE GASES: SCIENTIFIC UNDERSTANDING, CONTROL OPTIONS AND POLICY ASPECTS",climate change|greenhouse gases|aerosol|air pollution|policy
7656,WOS:000299373000003,2012,On the usefulness of remote sensing input data for spatially distributed hydrological modelling: case of the Tarim River basin in China,"Liu, T.|Willems, P.|Feng, X. W.|Li, Q.|Huang, Y.|Bao, An. M.|Chen, X.|Veroustraete, F.|Dong, Q. H.",HYDROLOGICAL PROCESSES,physically distributed hydrological model|station based data|remote sensing data
7657,WOS:000075703500076,1997,Uncertainty in the Tracking and Analysis Framework integrated assessment: The value of knowing how little you know,"Sonnenblick, R|Henrion, M|PrabhuDayal, PE",ACID RAIN & ELECTRIC UTILITIES II,
7658,WOS:000271818900020,2009,Large Scale Hydrological Modelling of Drained Impervious Areas,"Duy, Bruno Khuat|Archambeau, Pierre|Erpicum, Sebastien|Dewals, Benjamin J.|Pirotton, Michel",HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,
7659,WOS:000388223600003,2016,Cellular Automata Modeling Framework for Urban Water Reuse Planning and Management,"Kandiah, Venu K.|Berglund, Emily Z.|Binder, Andrew R.",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,complex adaptive system|diffusion of innovation|dual water system|sociotechnical transition|urban water management|water reuse
7660,WOS:000367105900010,2016,Can computer models be used for social learning? A serious game in water management,"van der Wal, Merel M.|de Kraker, Joop|Kroeze, Carolien|Kirschner, Paul A.|Valkering, Pieter",ENVIRONMENTAL MODELLING & SOFTWARE,social learning|serious game|simulation model|water management
7661,WOS:000286629700018,2011,Assessing the Impact of Areal Precipitation Input on Streamflow Simulations Using the SWAT Model1,"Masih, Ilyas|Maskey, Shreedhar|Uhlenbrook, Stefan|Smakhtin, Vladimir",JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,precipitation|streamflow|hydrological modeling|swat|spatial and temporal resolution|karkheh basin|iran
7662,WOS:000286284700008,2011,"How, when, and for what reasons does land use modelling contribute to societal problem solving?","Sterk, B.|van Ittersum, M. K.|Leeuwis, C.",ENVIRONMENTAL MODELLING & SOFTWARE,land use systems|integrated assessment|policy-oriented research|modelling strategy|model use|participation
7663,WOS:000401453500004,2017,Process-based forward numerical ecological modeling for carbonate sedimentary basins,"Clavera-Gispert, Roger|Gratacos, Oscar|Carmona, Ana|Tolosana-Delgado, Raimon",COMPUTATIONAL GEOSCIENCES,forward-model|process-based|sedimentary basin|ecological model|carbonate production
7664,WOS:000290030700054,2007,Socio-Environmental Impacts of Land Use and Land Cover Change at a Tropical Forest Frontier,"Priess, Joerg A.|Mimler, Matthias|Weber, Robert|Faust, Heiko|Oxley, L|Kulasiri, D",MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,agriculture|agro-forestry|crop model|crop yields|ghg emissions|indonesia|migration|profit margins|scenario|site land-use model|stakeholders
7665,WOS:000437281500012,2018,Trade-offs between carbon stocks and timber recovery in tropical forests are mediated by logging intensity,"Roopsind, Anand|Caughlin, T. Trevor|van der  Hout, Peter|Arets, Eric|Putz, Francis E.",GLOBAL CHANGE BIOLOGY,carbon stocks|climate change mitigation|forest degradation|piecewise regression|redd|sustainable forest management|tropical forestry
7666,WOS:000233706000103,2005,Merging application models in a MDA based runtime environment for enterprise information systems,"Davis, J|Tierney, A|Chang, E",2005 3RD IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN),model driven architecture|application models|model management|merging models|enterprise information systems
7667,WOS:000426571000039,2018,A systematic assessment of watershed-scale nonpoint source pollution during rainfall-runoff events in the Miyun Reservoir watershed,"Qiu, Jiali|Shen, Zhenyao|Wei, Guoyuan|Wang, Guobo|Xie, Hui|Lv, Guanping",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,rainfall|hydrological process|nonpoint source pollution|hspf model|watershed management|miyun reservoir watershed
7668,WOS:000434219200002,2018,Forest composition effect on wildfire pattern and run-off regime in a Mediterranean watershed,"Ohana-Levi, Noa|Givati, Amir|Paz-Kagan, Tarin|Karnieli, Arnon",ECOHYDROLOGY,forest fire|hydrological model|land-cover change|remote sensing
7669,WOS:000297558200015,2011,An integrated air quality forecast system for a metropolitan area,"Carnevale, Claudio|Finzi, Giovanna|Pisoni, Enrico|Singh, Vikas|Volta, Marialuisa",JOURNAL OF ENVIRONMENTAL MONITORING,
7670,WOS:000428567100275,2018,Low Carbon Scenarios for Europe: An Evaluation of Upscaling Low Carbon Experiments,"Cassen, Christophe|Hamdi-Cherif, Meriem|Cotella, Giancarlo|Toniolo, Jacopo|Lombardi, Patrizia|Hourcade, Jean-Charles",SUSTAINABILITY,low carbon experiments|integrated assessment models|climate policies|transport|urban forms|scenarios
7671,WOS:000274221500013,2010,An object-oriented modelling framework for the arterial wall,"Balaguera, M. I.|Briceno, J. C.|Glazier, J. A.",COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,arterial wall|object-oriented modelling|frameworks
7672,WOS:000316129000006,2013,Confronting the challenge of integrated assessment of climate adaptation: a conceptual framework,"Wing, Ian Sue|Fisher-Vanden, Karen",CLIMATIC CHANGE,
7673,WOS:000336109200012,2014,"Model-driven experimental evaluation of struvite nucleation, growth and aggregation kinetics","Galbraith, S. C.|Schneider, P. A.|Flood, A. E.",WATER RESEARCH,"struvite|nutrient recovery|population balance|nucleation, growth and aggregation|process model|parameter estimation"
7674,WOS:000239785500062,2005,Management of e-learning processes with high-level Petri nets,"Keferstein, Kirsten|Mevius, Marco|Oberweis, Andreas|Uskov, ",PROCEEDINGS OF THE EIGHTH IASTED INTERNATIONAL CONFERENCE ON COMPUTERS AND ADVANCED TECHNOLOGY IN EDUCATION,e-learning processes|petri nets|modeling|performance measurement
7675,WOS:000072633600021,1998,Application of nitrogen transfer matrices for integrated assessment,"Syri, S|Johansson, M|Kangas, L",ATMOSPHERIC ENVIRONMENT,acidification|deposition|mesoscale transport|transfer matrix|emissions|nitrogen oxides|ammonia
7676,WOS:000418464400042,2018,Improving MODIS snow products with a HMRF-based spatio-temporal modeling technique in the Upper Rio Grande Basin,"Huang, Yan|Liu, Hongxing|Yu, Bailang|We, Jianping|Kang, Emily L.|Xu, Min|Wang, Shujie|Klein, Andrew|Chen, Yaning",REMOTE SENSING OF ENVIRONMENT,modis|snow cover|cloud|markov random field|cryosphere
7677,WOS:A1996VG79400006,1996,"Future availability of water in Egypt: The interaction of global, regional, and basin scale driving forces in the Nile Basin","Conway, D|Krol, M|Alcamo, J|Hulme, M",AMBIO,
7678,WOS:000247328500004,2007,Satellite radar observation of tropical peat swamp forest as a tool for hydrological modelling and environmental protection,"Hoekman, Dirk H.",AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,peat swamp forests|hydrology|deforestation|carbon emission|radar monitoring|jers-1 sar
7679,WOS:000242180100001,2006,Modeling the catchment via mixtures: Issues of model specification and validation,"Marshall, Lucy|Sharma, Ashish|Nott, David",WATER RESOURCES RESEARCH,
7680,WOS:000446431200011,2018,Ecohydrological implications of aeolian sediment trapping by sparse vegetation in drylands,"Gonzales, Howell B.|Ravi, Sujith|Li, Junran|Sankey, Joel B.",ECOHYDROLOGY,cfd|grain size distribution|infiltration|sediment transport|trapping efficiency|wind erosion
7681,WOS:000245182200010,2007,Projecting land use changes in the Neotropics: The geography of pasture expansion into forest,"Wassenaar, T.|Gerber, P.|Verburg, P. H.|Rosales, M.|Ibrahim, M.|Steinfeld, H.",GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,land use change|clue|projections|deforestation|livestock|pasture|neotropics
7682,WOS:000075181700009,1998,Coupling dynamic models of climate and vegetation,"Foley, JA|Levis, S|Prentice, IC|Pollard, D|Thompson, SL",GLOBAL CHANGE BIOLOGY,biosphere-atmosphere interactions|climate-vegetation feedback|coupled models
